trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
314,False,"{'a': 0.9, 'e': 0.04260407137887648}",20,0,29.08043891899876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.9, 'e': 0.04217803066508771}",25,15,15.239250198551478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.04175625035843684}",30,15,27.956245467802884,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.041338687854852466}",20,7,18.1735389261298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.040925300976303945}",30,13,31.285917667225412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.0405160479665409}",25,7,31.689147442437047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.040110887486875496}",25,14,13.849913130003252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.03970977861200674}",20,14,10.96310384663062,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.039312680825886674}",35,20,28.52304126854689,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.038919554017627804}",30,13,33.630874792461995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.03853035847745152}",25,17,16.771461862719686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.03814505489267701}",20,9,24.71973544814879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.03776360434375024}",25,18,13.881307798886066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.03738596830031274}",20,9,21.90016883078875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.03701210861730961}",20,9,20.042292306744393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.03664198753113651}",20,10,18.851556096508908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.036275567655825146}",20,14,11.36851484065798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.03591281197926689}",20,11,10.989006283265828,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.03555368385947423}",25,17,15.534489185954312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.035198147020879485}",25,15,21.167142895018216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.03484616555067069}",35,15,39.936683742663305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.03449770389516398}",25,12,23.980839621003096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.03415272685621234}",20,12,16.53854607047872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.9, 'e': 0.03381119958765022}",20,8,22.21063791635085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.03347308759177372}",20,12,3.672414724915997,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.03313835671585598}",25,15,15.423743120749862,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9, 'e': 0.03280697314869742}",25,18,13.994467840657544,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.03247890341721044}",20,12,2.9583922948558365,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.03215411438303834}",30,19,-0.09204772188541388,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.031832573239207955}",25,16,16.3537328362095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.031514247506815876}",20,15,9.796557799106404,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.031199105031747717}",20,11,18.036274297526994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.9, 'e': 0.03088711398143024}",25,11,25.935340587538924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.030578242841615935}",30,22,17.437678004713074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.030272460413199778}",30,13,21.779712686061572,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.02996973580906778}",20,5,-13.206885338358587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
350,False,"{'a': 0.9, 'e': 0.0296700384509771}",20,16,6.695187898383921,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.02937333806646733}",20,16,3.9054253465951008,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.029079604685802656}",25,16,19.820375084393504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.02878880863894463}",25,11,29.950647476468315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.02850092055255518}",20,16,7.90552863347648,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.02821591134702963}",25,14,20.13652205605868,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.027933752233559334}",25,5,31.50593013598545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.027654414711223742}",20,9,18.84833232801622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.027377870564111503}",25,17,15.022586114332336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.027104091858470385}",30,16,20.017431711617142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.026833050939885684}",25,16,16.722342782862334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.026564720430486827}",30,24,11.859159088533385,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.026299073226181958}",25,11,27.50689190168466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.026036082493920136}",20,16,7.869324054395636,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.025775721668980935}",20,16,7.808374182087768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.025517964452291125}",20,8,19.542738440010705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.025262784807768213}",35,20,30.745641760756563,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 0.025010156959690534}",25,18,14.788503789863164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.9, 'e': 0.024760055390093627}",25,12,25.51520529536996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 0.02451245483619269}",25,17,14.762034591084975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9, 'e': 0.024267330287830763}",30,17,25.537060605755208,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 0.024024656984952455}",25,9,-5.614936804373674,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
372,False,"{'a': 0.9, 'e': 0.02378441041510293}",25,13,21.67042287083042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.9, 'e': 0.0235465663109519}",30,19,19.462330025542286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9, 'e': 0.02331110064784238}",20,10,16.97650734382198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.02307798964136396}",35,13,35.671126174501204,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.022847209744950317}",30,16,27.238987674723646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9, 'e': 0.022618737647500817}",20,12,12.67019343047843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 0.022392550271025807}",25,11,22.1827940822855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9, 'e': 0.022168624768315548}",25,17,12.790536271307333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 0.021946938520632394}",20,7,23.495832504660928,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9, 'e': 0.02172746913542607}",30,17,21.237332023267292,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.021510194444071807}",20,8,19.849225988787964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.021295092499631088}",30,24,12.077996979915001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.9, 'e': 0.02108214157463478}",25,13,21.340860920046286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.02087132015888843}",20,12,15.41898172229052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 0.020662606957299545}",20,11,18.54567501102799,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 0.02045598088772655}",20,0,-14.961414898565897,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
388,False,"{'a': 0.9, 'e': 0.020251421078849283}",30,17,24.916658150410985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.9, 'e': 0.02004890686806079}",30,20,23.944719168711078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 0.019848417799380184}",25,18,14.781162972118977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 0.01964993362138638}",25,18,10.805650315844858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 0.019453434285172516}",30,13,29.9190254690527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9, 'e': 0.01925889994232079}",20,9,21.136746459176194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.019066310942897586}",25,8,-12.47917818879997,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
395,False,"{'a': 0.9, 'e': 0.01887564783346861}",20,3,28.492151378736324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 0.018686891355133923}",25,7,33.06167051466671,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.9, 'e': 0.01850002244158258}",20,12,13.044165533057656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 0.018315022217166757}",25,16,13.962393887859681,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 0.018131871994995087}",20,16,5.705414182937138,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0.017950553275045137}",25,13,21.843695069067493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.9, 'e': 0.017771047742294686}",25,11,25.71635600904885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.9, 'e': 0.01759333726487174}",20,10,18.569835533787394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.9, 'e': 0.017417403892223023}",25,18,14.962393739239195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.9, 'e': 0.01724322985330079}",20,8,24.67668120884229,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.9, 'e': 0.017070797554767782}",20,13,12.932688571575117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.9, 'e': 0.016900089579220106}",30,18,26.643135971323982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.9, 'e': 0.016731088683427903}",30,15,29.216662928667386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.9, 'e': 0.016563777796593626}",25,10,31.40457024556431,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.9, 'e': 0.016398140018627688}",30,15,30.467247724566334,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.9, 'e': 0.01623415861844141}",30,16,25.362722805680736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.9, 'e': 0.016071817032256998}",20,15,10.34750717261731,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.9, 'e': 0.015911098861934425}",35,13,42.417304143237864,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.9, 'e': 0.015751987873315082}",20,15,9.014057665129464,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.9, 'e': 0.015594467994581931}",25,16,17.066119864422728,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.9, 'e': 0.015438523314636111}",30,19,21.07497096596943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.9, 'e': 0.01528413808148975}",20,11,15.583641931715775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.9, 'e': 0.015131296700674854}",25,0,31.58315814931114,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.9, 'e': 0.014979983733668104}",20,0,30.438316761209865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
419,False,"{'a': 0.9, 'e': 0.014830183896331423}",20,13,14.22221316944724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.9, 'e': 0.014681882057368109}",35,15,40.44974001444333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.9, 'e': 0.014535063236794427}",20,4,29.635726590479987,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.9, 'e': 0.014389712604426484}",25,6,35.640046405858556,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.9, 'e': 0.014245815478382218}",20,15,9.7551209507987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.9, 'e': 0.014103357323598397}",25,15,19.34295574036426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.9, 'e': 0.013962323750362412}",20,7,20.54233545185414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.9, 'e': 0.013822700512858787}",20,7,24.37708560415937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.9, 'e': 0.013684473507730199}",25,20,9.043185868224448,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.9, 'e': 0.013547628772652897}",25,15,20.269435693691758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.9, 'e': 0.013412152484926368}",20,16,7.467489048223317,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.9, 'e': 0.013278030960077104}",25,17,13.516786164515235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.9, 'e': 0.013145250650476333}",35,18,21.250894637517412,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.9, 'e': 0.01301379814397157}",30,20,17.513114866238414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.9, 'e': 0.012883660162531854}",25,9,30.717166467549443,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.9, 'e': 0.012754823560906535}",20,14,11.971704659549282,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.9, 'e': 0.01262727532529747}",35,23,22.20362293808587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.9, 'e': 0.012501002572044496}",20,11,17.097724144190735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.9, 'e': 0.01237599254632405}",20,3,30.55180413199505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.9, 'e': 0.012252232620860809}",20,16,7.291685985357379,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.9, 'e': 0.012129710294652202}",30,18,18.855200374927698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.9, 'e': 0.01200841319170568}",35,23,18.940423153744135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.9, 'e': 0.011888329059788622}",25,13,11.261856137053426,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.9, 'e': 0.011769445769190737}",25,17,16.20365840729363,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.9, 'e': 0.011651751311498829}",25,18,12.481008947568085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.9, 'e': 0.01153523379838384}",20,12,15.243281520255778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.9, 'e': 0.011419881460400001}",20,14,11.881722270277466,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.9, 'e': 0.011305682645796001}",20,2,27.67285889632678,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.9, 'e': 0.011192625819338041}",30,18,21.75128380808502,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.9, 'e': 0.011080699561144661}",25,18,13.166076767656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.9, 'e': 0.010969892565533214}",25,18,14.606359064092583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.9, 'e': 0.010860193639877882}",20,10,18.142464589367453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.9, 'e': 0.010751591703479103}",30,18,21.54450841674819,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.9, 'e': 0.010644075786444312}",25,18,13.865853587533527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.9, 'e': 0.01053763502857987}",20,10,16.18302218550183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.9, 'e': 0.01043225867829407}",20,10,17.581823593712226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.9, 'e': 0.01032793609151113}",20,15,8.913926774448807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.9, 'e': 0.010224656730596018}",25,17,8.81100246365196,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.9, 'e': 0.010122410163290057}",30,20,6.879800145508665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.9, 'e': 0.010021186061657156}",20,10,15.820277412767183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.9, 'e': 0.009920974201040586}",30,20,19.849859822703046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.9, 'e': 0.009821764459030179}",20,10,19.241124458961295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.9, 'e': 0.009723546814439878}",20,14,13.041242030986165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.9, 'e': 0.009626311346295479}",20,13,13.791705466118295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.9, 'e': 0.009530048232832523}",25,9,29.883781687086984,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 0.009434747750504199}",20,12,17.757394641430857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 0.009340400272999157}",25,14,20.193289923160332,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.9, 'e': 0.009246996270269165}",20,13,13.95708829527867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 0.009154526307566474}",20,10,16.94939255997882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 0.009062981044490808}",20,4,26.57702328817447,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 0.0089723512340459}",20,12,13.129242299777417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 0.00888262772170544}",20,3,28.336067339967663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.9, 'e': 0.008793801444488386}",25,17,13.396571043921387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.9, 'e': 0.008705863430043502}",25,17,14.224808043643177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.9, 'e': 0.008618804795743068}",30,16,26.412666180874464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.9, 'e': 0.008532616747785637}",25,12,25.99879981826999,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 0.00844729058030778}",25,14,20.95390985581877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.9, 'e': 0.008362817674504702}",20,8,24.12953386628765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.9, 'e': 0.008279189497759656}",25,17,15.602500367455752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.9, 'e': 0.008196397602782058}",35,21,32.02498052434012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.9, 'e': 0.008114433626754238}",20,9,7.976206440752076,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.9, 'e': 0.008033289290486696}",20,12,14.802839773581397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 0.00795295639758183}",20,6,25.245299735176474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.9, 'e': 0.00787342683360601}",20,11,16.560655397034253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.9, 'e': 0.0077946925652699495}",25,15,-3.825868533630327,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
484,False,"{'a': 0.9, 'e': 0.00771674563961725}",20,11,16.48185733121742,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.9, 'e': 0.007639578183221077}",25,17,12.909642359288203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.9, 'e': 0.0075631824013888665}",20,7,22.751470312872726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.9, 'e': 0.0074875505773749785}",30,17,25.843838493655706,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.9, 'e': 0.007412675071601228}",35,24,20.482298693939622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.9, 'e': 0.007338548320885216}",20,7,25.223889323344398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 0.0072651628376763635}",35,11,46.80094873732183,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.9, 'e': 0.0071925112092996}",20,8,20.992782466051683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.9, 'e': 0.007120586097206604}",20,12,14.380260205613787,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.9, 'e': 0.007049380236234538}",20,14,10.854753150331208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.9, 'e': 0.006978886433872193}",35,19,29.66042075103479,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 0.00690909756953347}",20,6,21.053456524529366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.9, 'e': 0.006840006593838136}",30,17,24.560898617278404,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.9, 'e': 0.006771606527899755}",25,17,15.695359155168699,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.9, 'e': 0.0067038904626207565}",20,6,22.369110478301188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.9, 'e': 0.006636851557994549}",20,16,6.900550453343879,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
